iter	MAPE
804	0.682986276
805	0.6830196616
806	0.6830582382
807	0.683096064
808	0.6831308452
809	0.6831701702
810	0.6832094349
811	0.6832388961
812	0.6832759625
813	0.6833118994
814	0.6833509932
815	0.6833886738
816	0.6834263419
817	0.6834650147
818	0.6835025943
819	0.6835355732
820	0.6835733867
821	0.6836118006
822	0.6836463718
823	0.6836813371
824	0.6837155819
825	0.6837506151
826	0.6837864002
827	0.6838239639
828	0.6838579808
829	0.6838957028
830	0.6839329903
831	0.6839714671
832	0.6840111304
833	0.6840519327
834	0.6840908524
835	0.6841323818
836	0.684163809
837	0.684203007
838	0.6842418789
839	0.6842789328
840	0.6843202582
841	0.684358123
842	0.6843959828
843	0.6844342419
844	0.6844736526
845	0.6845132541
846	0.6845531454
847	0.6845849791
848	0.6846229093
849	0.6846633806
850	0.6846950264
851	0.6847272848
852	0.6847609274
853	0.684791858
854	0.6848229553
855	0.6848602731
856	0.6848959098
857	0.6849342574
858	0.6849693162
859	0.6850077546
860	0.685046101
861	0.6850846396
862	0.6851164532
863	0.6851472446
864	0.6851815669
865	0.6852156437
866	0.6852483133
867	0.6852884877
868	0.6853257462
869	0.685360609
870	0.6853941221
871	0.685428749
872	0.685463934
873	0.6854993167
874	0.6855337889
875	0.6855745247
876	0.6856111198
877	0.6856475687
878	0.6856826366
879	0.6857282856
880	0.6857617785
881	0.6857996185
882	0.6858407162
883	0.6858806702
884	0.6859197502
885	0.6859578773
886	0.6859959719
887	0.6860368552
888	0.6860743865
889	0.6861148287
890	0.6861537441
891	0.6861918975
892	0.6862333732
893	0.6862763162
894	0.6863176069
895	0.6863579535
896	0.6863987166
897	0.6864409694
898	0.686482483
899	0.6865294457
900	0.6865740688
901	0.686623024
902	0.686665116
903	0.6867064693
904	0.6867466921
905	0.6867846134
906	0.6868256492
907	0.6868643241
908	0.6869055124
909	0.6869451494
910	0.6869844999
911	0.6870274985
912	0.6870652778
913	0.6871029626
914	0.6871432846
915	0.6871838421
916	0.6872250586
917	0.6872674575
918	0.6873118126
919	0.6873477409
920	0.6873869774
921	0.6874223388
922	0.6874670904
923	0.6875036886
924	0.687544609
925	0.6875868203
926	0.6876286898
927	0.6876725787
928	0.687710866
929	0.6877524643
930	0.6877943168
931	0.6878355559
932	0.6878752589
933	0.6879215637
934	0.6879593579
935	0.687998158
936	0.6880443587
937	0.6880918224
938	0.6881310396
939	0.6881773214
940	0.688219135
941	0.6882609042
942	0.6883063003
943	0.6883524695
944	0.6884001703
945	0.688442393
946	0.6884868376
947	0.6885300532
948	0.6885708193
949	0.6886169792
950	0.6886632499
951	0.6887121739
952	0.6887565058
953	0.6888043773
954	0.6888445306
955	0.6888903434
956	0.6889375663
957	0.6889852961
958	0.689036147
959	0.6890791906
960	0.6891205687
961	0.6891674655
962	0.6892150814
963	0.6892659517
964	0.689309854
965	0.6893560018
966	0.6893982656
967	0.6894475024
968	0.6894899919
969	0.6895340601
970	0.689585373
971	0.6896285541
972	0.6896789008
973	0.6897269471
974	0.6897714615
975	0.6898180062
976	0.6898636318
977	0.6899084953
978	0.6899543292
979	0.690001937
980	0.6900490132
981	0.6900980267
982	0.6901493858
983	0.6902004666
984	0.6902514099
985	0.6903064479
986	0.6903589601
987	0.6904039913
988	0.6904517847
989	0.6904958054
990	0.6905489889
991	0.6905943025
992	0.690639154
993	0.690683067
994	0.6907252284
995	0.6907666804
996	0.6908088153
997	0.6908489331
998	0.6908986615
999	0.6909382338
